id,version,employeeId,yearMonth,workDays,overtimeHours
A_E0810_03_2026,1,E0810,2026-03,25,1.7
A_E0810_03_2027,1,E0810,2027-03,25,1.7
A_E0811_03_2026,1,E0811,2026-03,23,4.9
A_E0811_03_2027,1,E0811,2027-03,23,4.9
A_E0812_03_2026,1,E0812,2026-03,21,7.5
A_E0812_03_2027,1,E0812,2027-03,21,7.5
A_E0813_03_2026,1,E0813,2026-03,21,7.7
A_E0813_03_2027,1,E0813,2027-03,21,7.7
A_E0814_03_2026,1,E0814,2026-03,24,0.5
A_E0814_03_2027,1,E0814,2027-03,24,0.5
A_E0815_03_2026,1,E0815,2026-03,22,5.4
A_E0815_03_2027,1,E0815,2027-03,22,5.4
A_E0816_03_2026,1,E0816,2026-03,24,10.8
A_E0816_03_2027,1,E0816,2027-03,24,10.8
A_E0817_03_2026,1,E0817,2026-03,25,7.2
A_E0817_03_2027,1,E0817,2027-03,25,7.2
A_E0818_03_2026,1,E0818,2026-03,24,6.4
A_E0818_03_2027,1,E0818,2027-03,24,6.4
A_E0819_03_2026,1,E0819,2026-03,26,0.6
A_E0819_03_2027,1,E0819,2027-03,26,0.6
A_E0820_03_2026,1,E0820,2026-03,24,9.6
A_E0820_03_2027,1,E0820,2027-03,24,9.6
A_E0821_03_2026,1,E0821,2026-03,22,8.8
A_E0821_03_2027,1,E0821,2027-03,22,8.8
A_E0822_03_2026,1,E0822,2026-03,24,1.8
A_E0822_03_2027,1,E0822,2027-03,24,1.8
A_E0823_03_2026,1,E0823,2026-03,23,2.4
A_E0823_03_2027,1,E0823,2027-03,23,2.4
A_E0824_03_2026,1,E0824,2026-03,26,4.8
A_E0824_03_2027,1,E0824,2027-03,26,4.8
A_E0825_03_2026,1,E0825,2026-03,22,4.2
A_E0825_03_2027,1,E0825,2027-03,22,4.2
A_E0826_03_2026,1,E0826,2026-03,25,2.6
A_E0826_03_2027,1,E0826,2027-03,25,2.6
A_E0827_03_2026,1,E0827,2026-03,22,6.6
A_E0827_03_2027,1,E0827,2027-03,22,6.6
A_E0828_03_2026,1,E0828,2026-03,26,10.3
A_E0828_03_2027,1,E0828,2027-03,26,10.3
A_E0829_03_2026,1,E0829,2026-03,21,8.0
A_E0829_03_2027,1,E0829,2027-03,21,8.0
A_E0830_03_2026,1,E0830,2026-03,22,2.1
A_E0830_03_2027,1,E0830,2027-03,22,2.1
A_E0831_03_2026,1,E0831,2026-03,24,2.2
A_E0831_03_2027,1,E0831,2027-03,24,2.2
A_E0832_03_2026,1,E0832,2026-03,20,5.3
A_E0832_03_2027,1,E0832,2027-03,20,5.3
A_E0833_03_2026,1,E0833,2026-03,24,9.1
A_E0833_03_2027,1,E0833,2027-03,24,9.1
A_E0834_03_2026,1,E0834,2026-03,25,9.3
A_E0834_03_2027,1,E0834,2027-03,25,9.3
A_E0835_03_2026,1,E0835,2026-03,23,6.6
A_E0835_03_2027,1,E0835,2027-03,23,6.6
A_E0836_03_2026,1,E0836,2026-03,21,4.1
A_E0836_03_2027,1,E0836,2027-03,21,4.1
A_E0837_03_2026,1,E0837,2026-03,25,5.5
A_E0837_03_2027,1,E0837,2027-03,25,5.5
A_E0838_03_2026,1,E0838,2026-03,24,8.1
A_E0838_03_2027,1,E0838,2027-03,24,8.1
A_E0839_03_2026,1,E0839,2026-03,25,10.8
A_E0839_03_2027,1,E0839,2027-03,25,10.8
A_E0840_03_2026,1,E0840,2026-03,24,10.8
A_E0840_03_2027,1,E0840,2027-03,24,10.8
A_E0841_03_2026,1,E0841,2026-03,22,7.0
A_E0841_03_2027,1,E0841,2027-03,22,7.0
A_E0842_03_2026,1,E0842,2026-03,24,9.7
A_E0842_03_2027,1,E0842,2027-03,24,9.7
A_E0843_03_2026,1,E0843,2026-03,26,1.4
A_E0843_03_2027,1,E0843,2027-03,26,1.4
A_E0844_03_2026,1,E0844,2026-03,24,8.0
A_E0844_03_2027,1,E0844,2027-03,24,8.0
A_E0845_03_2026,1,E0845,2026-03,24,7.5
A_E0845_03_2027,1,E0845,2027-03,24,7.5
A_E0846_03_2026,1,E0846,2026-03,22,8.2
A_E0846_03_2027,1,E0846,2027-03,22,8.2
A_E0847_03_2026,1,E0847,2026-03,22,7.7
A_E0847_03_2027,1,E0847,2027-03,22,7.7
A_E0848_03_2026,1,E0848,2026-03,24,1.6
A_E0848_03_2027,1,E0848,2027-03,24,1.6
A_E0849_03_2026,1,E0849,2026-03,23,1.9
A_E0849_03_2027,1,E0849,2027-03,23,1.9
A_E0850_03_2026,1,E0850,2026-03,22,7.3
A_E0850_03_2027,1,E0850,2027-03,22,7.3
A_E0851_03_2026,1,E0851,2026-03,22,9.3
A_E0851_03_2027,1,E0851,2027-03,22,9.3
A_E0852_03_2026,1,E0852,2026-03,25,4.8
A_E0852_03_2027,1,E0852,2027-03,25,4.8
A_E0853_03_2026,1,E0853,2026-03,25,4.8
A_E0853_03_2027,1,E0853,2027-03,25,4.8
A_E0854_03_2026,1,E0854,2026-03,23,6.5
A_E0854_03_2027,1,E0854,2027-03,23,6.5
A_E0855_03_2026,1,E0855,2026-03,22,3.0
A_E0855_03_2027,1,E0855,2027-03,22,3.0
A_E0856_03_2026,1,E0856,2026-03,21,1.2
A_E0856_03_2027,1,E0856,2027-03,21,1.2
A_E0857_03_2026,1,E0857,2026-03,20,7.0
A_E0857_03_2027,1,E0857,2027-03,20,7.0
A_E0858_03_2026,1,E0858,2026-03,20,1.5
A_E0858_03_2027,1,E0858,2027-03,20,1.5
A_E0859_03_2026,1,E0859,2026-03,25,2.0
A_E0859_03_2027,1,E0859,2027-03,25,2.0
A_E0860_03_2026,1,E0860,2026-03,24,9.2
A_E0860_03_2027,1,E0860,2027-03,24,9.2
A_E0861_03_2026,1,E0861,2026-03,25,8.2
A_E0861_03_2027,1,E0861,2027-03,25,8.2
A_E0862_03_2026,1,E0862,2026-03,21,2.4
A_E0862_03_2027,1,E0862,2027-03,21,2.4
A_E0863_03_2026,1,E0863,2026-03,26,7.5
A_E0863_03_2027,1,E0863,2027-03,26,7.5
A_E0864_03_2026,1,E0864,2026-03,22,3.2
A_E0864_03_2027,1,E0864,2027-03,22,3.2
A_E0865_03_2026,1,E0865,2026-03,20,6.6
A_E0865_03_2027,1,E0865,2027-03,20,6.6
A_E0866_03_2026,1,E0866,2026-03,20,8.0
A_E0866_03_2027,1,E0866,2027-03,20,8.0
A_E0867_03_2026,1,E0867,2026-03,26,6.5
A_E0867_03_2027,1,E0867,2027-03,26,6.5
A_E0868_03_2026,1,E0868,2026-03,26,2.1
A_E0868_03_2027,1,E0868,2027-03,26,2.1
A_E0869_03_2026,1,E0869,2026-03,25,9.5
A_E0869_03_2027,1,E0869,2027-03,25,9.5
A_E0870_03_2026,1,E0870,2026-03,21,4.2
A_E0870_03_2027,1,E0870,2027-03,21,4.2
A_E0871_03_2026,1,E0871,2026-03,21,9.0
A_E0871_03_2027,1,E0871,2027-03,21,9.0
A_E0872_03_2026,1,E0872,2026-03,23,4.8
A_E0872_03_2027,1,E0872,2027-03,23,4.8
A_E0873_03_2026,1,E0873,2026-03,23,4.4
A_E0873_03_2027,1,E0873,2027-03,23,4.4
A_E0874_03_2026,1,E0874,2026-03,20,9.2
A_E0874_03_2027,1,E0874,2027-03,20,9.2
A_E0875_03_2026,1,E0875,2026-03,20,10.5
A_E0875_03_2027,1,E0875,2027-03,20,10.5
A_E0876_03_2026,1,E0876,2026-03,24,8.6
A_E0876_03_2027,1,E0876,2027-03,24,8.6
A_E0877_03_2026,1,E0877,2026-03,24,2.4
A_E0877_03_2027,1,E0877,2027-03,24,2.4
A_E0878_03_2026,1,E0878,2026-03,26,2.1
A_E0878_03_2027,1,E0878,2027-03,26,2.1
A_E0879_03_2026,1,E0879,2026-03,25,5.8
A_E0879_03_2027,1,E0879,2027-03,25,5.8
A_E0880_03_2026,1,E0880,2026-03,24,9.9
A_E0880_03_2027,1,E0880,2027-03,24,9.9
A_E0881_03_2026,1,E0881,2026-03,23,7.9
A_E0881_03_2027,1,E0881,2027-03,23,7.9
A_E0882_03_2026,1,E0882,2026-03,21,9.4
A_E0882_03_2027,1,E0882,2027-03,21,9.4
A_E0883_03_2026,1,E0883,2026-03,26,8.5
A_E0883_03_2027,1,E0883,2027-03,26,8.5
A_E0884_03_2026,1,E0884,2026-03,22,1.6
A_E0884_03_2027,1,E0884,2027-03,22,1.6
A_E0885_03_2026,1,E0885,2026-03,20,5.6
A_E0885_03_2027,1,E0885,2027-03,20,5.6
A_E0886_03_2026,1,E0886,2026-03,25,8.5
A_E0886_03_2027,1,E0886,2027-03,25,8.5
A_E0887_03_2026,1,E0887,2026-03,25,7.9
A_E0887_03_2027,1,E0887,2027-03,25,7.9
A_E0888_03_2026,1,E0888,2026-03,26,9.2
A_E0888_03_2027,1,E0888,2027-03,26,9.2
A_E0889_03_2026,1,E0889,2026-03,21,10.9
A_E0889_03_2027,1,E0889,2027-03,21,10.9
A_E0890_03_2026,1,E0890,2026-03,22,7.9
A_E0890_03_2027,1,E0890,2027-03,22,7.9
A_E0891_03_2026,1,E0891,2026-03,25,5.2
A_E0891_03_2027,1,E0891,2027-03,25,5.2
A_E0892_03_2026,1,E0892,2026-03,22,2.2
A_E0892_03_2027,1,E0892,2027-03,22,2.2
A_E0893_03_2026,1,E0893,2026-03,24,9.5
A_E0893_03_2027,1,E0893,2027-03,24,9.5
A_E0894_03_2026,1,E0894,2026-03,25,2.0
A_E0894_03_2027,1,E0894,2027-03,25,2.0
A_E0895_03_2026,1,E0895,2026-03,23,1.8
A_E0895_03_2027,1,E0895,2027-03,23,1.8
A_E0896_03_2026,1,E0896,2026-03,26,1.3
A_E0896_03_2027,1,E0896,2027-03,26,1.3
A_E0897_03_2026,1,E0897,2026-03,26,6.6
A_E0897_03_2027,1,E0897,2027-03,26,6.6
A_E0898_03_2026,1,E0898,2026-03,24,8.4
A_E0898_03_2027,1,E0898,2027-03,24,8.4
A_E0899_03_2026,1,E0899,2026-03,23,8.7
A_E0899_03_2027,1,E0899,2027-03,23,8.7
A_E0900_03_2026,1,E0900,2026-03,22,1.4
A_E0900_03_2027,1,E0900,2027-03,22,1.4
A_E0901_03_2026,1,E0901,2026-03,20,10.1
A_E0901_03_2027,1,E0901,2027-03,20,10.1
A_E0902_03_2026,1,E0902,2026-03,25,9.6
A_E0902_03_2027,1,E0902,2027-03,25,9.6
A_E0903_03_2026,1,E0903,2026-03,24,1.3
A_E0903_03_2027,1,E0903,2027-03,24,1.3
A_E0904_03_2026,1,E0904,2026-03,21,6.3
A_E0904_03_2027,1,E0904,2027-03,21,6.3
A_E0905_03_2026,1,E0905,2026-03,20,5.6
A_E0905_03_2027,1,E0905,2027-03,20,5.6
A_E0906_03_2026,1,E0906,2026-03,20,2.5
A_E0906_03_2027,1,E0906,2027-03,20,2.5
A_E0907_03_2026,1,E0907,2026-03,26,10.7
A_E0907_03_2027,1,E0907,2027-03,26,10.7
A_E0908_03_2026,1,E0908,2026-03,23,7.9
A_E0908_03_2027,1,E0908,2027-03,23,7.9
A_E0909_03_2026,1,E0909,2026-03,23,6.3
A_E0909_03_2027,1,E0909,2027-03,23,6.3
A_E0910_03_2026,1,E0910,2026-03,23,3.8
A_E0910_03_2027,1,E0910,2027-03,23,3.8
A_E0911_03_2026,1,E0911,2026-03,21,9.3
A_E0911_03_2027,1,E0911,2027-03,21,9.3
A_E0912_03_2026,1,E0912,2026-03,24,8.0
A_E0912_03_2027,1,E0912,2027-03,24,8.0
A_E0913_03_2026,1,E0913,2026-03,22,4.5
A_E0913_03_2027,1,E0913,2027-03,22,4.5
A_E0914_03_2026,1,E0914,2026-03,25,3.5
A_E0914_03_2027,1,E0914,2027-03,25,3.5
A_E0915_03_2026,1,E0915,2026-03,24,2.1
A_E0915_03_2027,1,E0915,2027-03,24,2.1
A_E0916_03_2026,1,E0916,2026-03,26,7.8
A_E0916_03_2027,1,E0916,2027-03,26,7.8
A_E0917_03_2026,1,E0917,2026-03,21,10.0
A_E0917_03_2027,1,E0917,2027-03,21,10.0
A_E0918_03_2026,1,E0918,2026-03,21,10.3
A_E0918_03_2027,1,E0918,2027-03,21,10.3
A_E0919_03_2026,1,E0919,2026-03,24,6.3
A_E0919_03_2027,1,E0919,2027-03,24,6.3
A_E0920_03_2026,1,E0920,2026-03,26,7.4
A_E0920_03_2027,1,E0920,2027-03,26,7.4
A_E0921_03_2026,1,E0921,2026-03,21,8.5
A_E0921_03_2027,1,E0921,2027-03,21,8.5
A_E0922_03_2026,1,E0922,2026-03,20,10.3
A_E0922_03_2027,1,E0922,2027-03,20,10.3
A_E0923_03_2026,1,E0923,2026-03,21,8.8
A_E0923_03_2027,1,E0923,2027-03,21,8.8
A_E0924_03_2026,1,E0924,2026-03,23,7.1
A_E0924_03_2027,1,E0924,2027-03,23,7.1
A_E0925_03_2026,1,E0925,2026-03,22,9.5
A_E0925_03_2027,1,E0925,2027-03,22,9.5
A_E0926_03_2026,1,E0926,2026-03,21,10.5
A_E0926_03_2027,1,E0926,2027-03,21,10.5
A_E0927_03_2026,1,E0927,2026-03,23,6.5
A_E0927_03_2027,1,E0927,2027-03,23,6.5
A_E0928_03_2026,1,E0928,2026-03,22,6.0
A_E0928_03_2027,1,E0928,2027-03,22,6.0
A_E0929_03_2026,1,E0929,2026-03,22,4.4
A_E0929_03_2027,1,E0929,2027-03,22,4.4
A_E0930_03_2026,1,E0930,2026-03,21,7.9
A_E0930_03_2027,1,E0930,2027-03,21,7.9
A_E0931_03_2026,1,E0931,2026-03,25,7.4
A_E0931_03_2027,1,E0931,2027-03,25,7.4
A_E0932_03_2026,1,E0932,2026-03,24,10.4
A_E0932_03_2027,1,E0932,2027-03,24,10.4
A_E0933_03_2026,1,E0933,2026-03,25,7.4
A_E0933_03_2027,1,E0933,2027-03,25,7.4
A_E0934_03_2026,1,E0934,2026-03,26,6.8
A_E0934_03_2027,1,E0934,2027-03,26,6.8
A_E0935_03_2026,1,E0935,2026-03,25,6.3
A_E0935_03_2027,1,E0935,2027-03,25,6.3
A_E0936_03_2026,1,E0936,2026-03,21,3.1
A_E0936_03_2027,1,E0936,2027-03,21,3.1
A_E0937_03_2026,1,E0937,2026-03,21,7.9
A_E0937_03_2027,1,E0937,2027-03,21,7.9
A_E0938_03_2026,1,E0938,2026-03,22,7.6
A_E0938_03_2027,1,E0938,2027-03,22,7.6
A_E0939_03_2026,1,E0939,2026-03,20,6.5
A_E0939_03_2027,1,E0939,2027-03,20,6.5
A_E0940_03_2026,1,E0940,2026-03,24,5.5
A_E0940_03_2027,1,E0940,2027-03,24,5.5
A_E0941_03_2026,1,E0941,2026-03,26,9.0
A_E0941_03_2027,1,E0941,2027-03,26,9.0
A_E0942_03_2026,1,E0942,2026-03,25,4.5
A_E0942_03_2027,1,E0942,2027-03,25,4.5
A_E0943_03_2026,1,E0943,2026-03,25,5.0
A_E0943_03_2027,1,E0943,2027-03,25,5.0
A_E0944_03_2026,1,E0944,2026-03,23,0.0
A_E0944_03_2027,1,E0944,2027-03,23,0.0
A_E0945_03_2026,1,E0945,2026-03,21,3.7
A_E0945_03_2027,1,E0945,2027-03,21,3.7
A_E0946_03_2026,1,E0946,2026-03,21,1.7
A_E0946_03_2027,1,E0946,2027-03,21,1.7
A_E0947_03_2026,1,E0947,2026-03,24,6.4
A_E0947_03_2027,1,E0947,2027-03,24,6.4
A_E0948_03_2026,1,E0948,2026-03,25,8.9
A_E0948_03_2027,1,E0948,2027-03,25,8.9
A_E0949_03_2026,1,E0949,2026-03,20,1.9
A_E0949_03_2027,1,E0949,2027-03,20,1.9
A_E0950_03_2026,1,E0950,2026-03,20,0.3
A_E0950_03_2027,1,E0950,2027-03,20,0.3
A_E0951_03_2026,1,E0951,2026-03,25,1.8
A_E0951_03_2027,1,E0951,2027-03,25,1.8
A_E0952_03_2026,1,E0952,2026-03,26,10.4
A_E0952_03_2027,1,E0952,2027-03,26,10.4
A_E0953_03_2026,1,E0953,2026-03,20,3.9
A_E0953_03_2027,1,E0953,2027-03,20,3.9
A_E0954_03_2026,1,E0954,2026-03,26,10.3
A_E0954_03_2027,1,E0954,2027-03,26,10.3
A_E0955_03_2026,1,E0955,2026-03,26,3.4
A_E0955_03_2027,1,E0955,2027-03,26,3.4
A_E0956_03_2026,1,E0956,2026-03,23,1.1
A_E0956_03_2027,1,E0956,2027-03,23,1.1
A_E0957_03_2026,1,E0957,2026-03,25,0.0
A_E0957_03_2027,1,E0957,2027-03,25,0.0
A_E0958_03_2026,1,E0958,2026-03,26,9.7
A_E0958_03_2027,1,E0958,2027-03,26,9.7
A_E0959_03_2026,1,E0959,2026-03,24,1.8
A_E0959_03_2027,1,E0959,2027-03,24,1.8
A_E0960_03_2026,1,E0960,2026-03,25,7.1
A_E0960_03_2027,1,E0960,2027-03,25,7.1
A_E0961_03_2026,1,E0961,2026-03,21,1.1
A_E0961_03_2027,1,E0961,2027-03,21,1.1
A_E0962_03_2026,1,E0962,2026-03,20,2.9
A_E0962_03_2027,1,E0962,2027-03,20,2.9
A_E0963_03_2026,1,E0963,2026-03,23,5.4
A_E0963_03_2027,1,E0963,2027-03,23,5.4
A_E0964_03_2026,1,E0964,2026-03,20,3.4
A_E0964_03_2027,1,E0964,2027-03,20,3.4
A_E0965_03_2026,1,E0965,2026-03,23,4.6
A_E0965_03_2027,1,E0965,2027-03,23,4.6
A_E0966_03_2026,1,E0966,2026-03,24,1.3
A_E0966_03_2027,1,E0966,2027-03,24,1.3
A_E0967_03_2026,1,E0967,2026-03,20,9.9
A_E0967_03_2027,1,E0967,2027-03,20,9.9
A_E0968_03_2026,1,E0968,2026-03,21,9.0
A_E0968_03_2027,1,E0968,2027-03,21,9.0
A_E0969_03_2026,1,E0969,2026-03,20,8.4
A_E0969_03_2027,1,E0969,2027-03,20,8.4
A_E0970_03_2026,1,E0970,2026-03,21,8.8
A_E0970_03_2027,1,E0970,2027-03,21,8.8
A_E0971_03_2026,1,E0971,2026-03,26,9.6
A_E0971_03_2027,1,E0971,2027-03,26,9.6
A_E0972_03_2026,1,E0972,2026-03,26,5.1
A_E0972_03_2027,1,E0972,2027-03,26,5.1
A_E0973_03_2026,1,E0973,2026-03,26,5.7
A_E0973_03_2027,1,E0973,2027-03,26,5.7
A_E0974_03_2026,1,E0974,2026-03,20,5.3
A_E0974_03_2027,1,E0974,2027-03,20,5.3
A_E0975_03_2026,1,E0975,2026-03,23,9.7
A_E0975_03_2027,1,E0975,2027-03,23,9.7
A_E0976_03_2026,1,E0976,2026-03,23,0.2
A_E0976_03_2027,1,E0976,2027-03,23,0.2
A_E0977_03_2026,1,E0977,2026-03,25,10.6
A_E0977_03_2027,1,E0977,2027-03,25,10.6
A_E0978_03_2026,1,E0978,2026-03,20,2.2
A_E0978_03_2027,1,E0978,2027-03,20,2.2
A_E0979_03_2026,1,E0979,2026-03,21,9.5
A_E0979_03_2027,1,E0979,2027-03,21,9.5
A_E0980_03_2026,1,E0980,2026-03,25,3.9
A_E0980_03_2027,1,E0980,2027-03,25,3.9
A_E0981_03_2026,1,E0981,2026-03,21,9.0
A_E0981_03_2027,1,E0981,2027-03,21,9.0
A_E0982_03_2026,1,E0982,2026-03,25,9.1
A_E0982_03_2027,1,E0982,2027-03,25,9.1
A_E0983_03_2026,1,E0983,2026-03,20,3.7
A_E0983_03_2027,1,E0983,2027-03,20,3.7
A_E0984_03_2026,1,E0984,2026-03,24,7.1
A_E0984_03_2027,1,E0984,2027-03,24,7.1
A_E0985_03_2026,1,E0985,2026-03,21,3.9
A_E0985_03_2027,1,E0985,2027-03,21,3.9
A_E0986_03_2026,1,E0986,2026-03,23,3.1
A_E0986_03_2027,1,E0986,2027-03,23,3.1
A_E0987_03_2026,1,E0987,2026-03,22,2.7
A_E0987_03_2027,1,E0987,2027-03,22,2.7
A_E0988_03_2026,1,E0988,2026-03,21,1.5
A_E0988_03_2027,1,E0988,2027-03,21,1.5
A_E0989_03_2026,1,E0989,2026-03,21,8.4
A_E0989_03_2027,1,E0989,2027-03,21,8.4
A_E0990_03_2026,1,E0990,2026-03,21,4.6
A_E0990_03_2027,1,E0990,2027-03,21,4.6
A_E0991_03_2026,1,E0991,2026-03,26,10.9
A_E0991_03_2027,1,E0991,2027-03,26,10.9
A_E0992_03_2026,1,E0992,2026-03,24,4.6
A_E0992_03_2027,1,E0992,2027-03,24,4.6
A_E0993_03_2026,1,E0993,2026-03,23,11.0
A_E0993_03_2027,1,E0993,2027-03,23,11.0
A_E0994_03_2026,1,E0994,2026-03,20,0.8
A_E0994_03_2027,1,E0994,2027-03,20,0.8
A_E0995_03_2026,1,E0995,2026-03,26,9.7
A_E0995_03_2027,1,E0995,2027-03,26,9.7
A_E0996_03_2026,1,E0996,2026-03,25,7.6
A_E0996_03_2027,1,E0996,2027-03,25,7.6
A_E0997_03_2026,1,E0997,2026-03,22,8.2
A_E0997_03_2027,1,E0997,2027-03,22,8.2
A_E0998_03_2026,1,E0998,2026-03,24,5.9
A_E0998_03_2027,1,E0998,2027-03,24,5.9
A_E0999_03_2026,1,E0999,2026-03,20,2.4
A_E0999_03_2027,1,E0999,2027-03,20,2.4
A_E1000_03_2026,1,E1000,2026-03,20,8.6
A_E1000_03_2027,1,E1000,2027-03,20,8.6
A_E1001_03_2026,1,E1001,2026-03,25,7.4
A_E1001_03_2027,1,E1001,2027-03,25,7.4
A_E1002_03_2026,1,E1002,2026-03,25,7.2
A_E1002_03_2027,1,E1002,2027-03,25,7.2
A_E1003_03_2026,1,E1003,2026-03,25,9.1
A_E1003_03_2027,1,E1003,2027-03,25,9.1
A_E1004_03_2026,1,E1004,2026-03,25,2.3
A_E1004_03_2027,1,E1004,2027-03,25,2.3
A_E1005_03_2026,1,E1005,2026-03,23,9.5
A_E1005_03_2027,1,E1005,2027-03,23,9.5
A_E1006_03_2026,1,E1006,2026-03,23,1.4
A_E1006_03_2027,1,E1006,2027-03,23,1.4
A_E1007_03_2026,1,E1007,2026-03,26,6.5
A_E1007_03_2027,1,E1007,2027-03,26,6.5
A_E1008_03_2026,1,E1008,2026-03,26,10.9
A_E1008_03_2027,1,E1008,2027-03,26,10.9
A_E1009_03_2026,1,E1009,2026-03,25,9.8
A_E1009_03_2027,1,E1009,2027-03,25,9.8
A_E1010_03_2026,1,E1010,2026-03,22,8.5
A_E1010_03_2027,1,E1010,2027-03,22,8.5
A_E1011_03_2026,1,E1011,2026-03,24,4.0
A_E1011_03_2027,1,E1011,2027-03,24,4.0
A_E1012_03_2026,1,E1012,2026-03,23,1.5
A_E1012_03_2027,1,E1012,2027-03,23,1.5
A_E1013_03_2026,1,E1013,2026-03,22,7.2
A_E1013_03_2027,1,E1013,2027-03,22,7.2
A_E1014_03_2026,1,E1014,2026-03,25,0.3
A_E1014_03_2027,1,E1014,2027-03,25,0.3
A_E1015_03_2026,1,E1015,2026-03,25,5.8
A_E1015_03_2027,1,E1015,2027-03,25,5.8
A_E1016_03_2026,1,E1016,2026-03,23,3.3
A_E1016_03_2027,1,E1016,2027-03,23,3.3
A_E1017_03_2026,1,E1017,2026-03,22,0.2
A_E1017_03_2027,1,E1017,2027-03,22,0.2
A_E1018_03_2026,1,E1018,2026-03,25,10.1
A_E1018_03_2027,1,E1018,2027-03,25,10.1
A_E1019_03_2026,1,E1019,2026-03,23,9.1
A_E1019_03_2027,1,E1019,2027-03,23,9.1
A_E1020_03_2026,1,E1020,2026-03,25,6.1
A_E1020_03_2027,1,E1020,2027-03,25,6.1
A_E1021_03_2026,1,E1021,2026-03,20,3.5
A_E1021_03_2027,1,E1021,2027-03,20,3.5
A_E1022_03_2026,1,E1022,2026-03,21,10.2
A_E1022_03_2027,1,E1022,2027-03,21,10.2
A_E1023_03_2026,1,E1023,2026-03,24,1.0
A_E1023_03_2027,1,E1023,2027-03,24,1.0
A_E1024_03_2026,1,E1024,2026-03,24,4.9
A_E1024_03_2027,1,E1024,2027-03,24,4.9
A_E1025_03_2026,1,E1025,2026-03,26,3.4
A_E1025_03_2027,1,E1025,2027-03,26,3.4
A_E1026_03_2026,1,E1026,2026-03,20,4.3
A_E1026_03_2027,1,E1026,2027-03,20,4.3
A_E1027_03_2026,1,E1027,2026-03,25,4.8
A_E1027_03_2027,1,E1027,2027-03,25,4.8
A_E1028_03_2026,1,E1028,2026-03,25,10.0
A_E1028_03_2027,1,E1028,2027-03,25,10.0
A_E1029_03_2026,1,E1029,2026-03,21,5.3
A_E1029_03_2027,1,E1029,2027-03,21,5.3
A_E1030_03_2026,1,E1030,2026-03,20,7.9
A_E1030_03_2027,1,E1030,2027-03,20,7.9
A_E1031_03_2026,1,E1031,2026-03,23,6.3
A_E1031_03_2027,1,E1031,2027-03,23,6.3
A_E1032_03_2026,1,E1032,2026-03,25,3.8
A_E1032_03_2027,1,E1032,2027-03,25,3.8
A_E1033_03_2026,1,E1033,2026-03,26,6.0
A_E1033_03_2027,1,E1033,2027-03,26,6.0
A_E1034_03_2026,1,E1034,2026-03,21,4.6
A_E1034_03_2027,1,E1034,2027-03,21,4.6
A_E1035_03_2026,1,E1035,2026-03,24,2.6
A_E1035_03_2027,1,E1035,2027-03,24,2.6
A_E1036_03_2026,1,E1036,2026-03,22,7.4
A_E1036_03_2027,1,E1036,2027-03,22,7.4
A_E1037_03_2026,1,E1037,2026-03,24,9.0
A_E1037_03_2027,1,E1037,2027-03,24,9.0
A_E1038_03_2026,1,E1038,2026-03,20,7.8
A_E1038_03_2027,1,E1038,2027-03,20,7.8
A_E1039_03_2026,1,E1039,2026-03,25,4.0
A_E1039_03_2027,1,E1039,2027-03,25,4.0
A_E1040_03_2026,1,E1040,2026-03,26,5.4
A_E1040_03_2027,1,E1040,2027-03,26,5.4
A_E1041_03_2026,1,E1041,2026-03,24,8.2
A_E1041_03_2027,1,E1041,2027-03,24,8.2
A_E1042_03_2026,1,E1042,2026-03,23,8.5
A_E1042_03_2027,1,E1042,2027-03,23,8.5
A_E1043_03_2026,1,E1043,2026-03,21,9.5
A_E1043_03_2027,1,E1043,2027-03,21,9.5
A_E1044_03_2026,1,E1044,2026-03,23,9.9
A_E1044_03_2027,1,E1044,2027-03,23,9.9
A_E1045_03_2026,1,E1045,2026-03,21,6.8
A_E1045_03_2027,1,E1045,2027-03,21,6.8
A_E1046_03_2026,1,E1046,2026-03,24,2.8
A_E1046_03_2027,1,E1046,2027-03,24,2.8
A_E1047_03_2026,1,E1047,2026-03,26,2.7
A_E1047_03_2027,1,E1047,2027-03,26,2.7
A_E1048_03_2026,1,E1048,2026-03,24,6.5
A_E1048_03_2027,1,E1048,2027-03,24,6.5
A_E1049_03_2026,1,E1049,2026-03,26,9.3
A_E1049_03_2027,1,E1049,2027-03,26,9.3
A_E1050_03_2026,1,E1050,2026-03,22,5.3
A_E1050_03_2027,1,E1050,2027-03,22,5.3
A_E1051_03_2026,1,E1051,2026-03,25,7.8
A_E1051_03_2027,1,E1051,2027-03,25,7.8
A_E1052_03_2026,1,E1052,2026-03,20,9.7
A_E1052_03_2027,1,E1052,2027-03,20,9.7
A_E1053_03_2026,1,E1053,2026-03,25,1.6
A_E1053_03_2027,1,E1053,2027-03,25,1.6
A_E1054_03_2026,1,E1054,2026-03,26,8.1
A_E1054_03_2027,1,E1054,2027-03,26,8.1
A_E1055_03_2026,1,E1055,2026-03,23,2.5
A_E1055_03_2027,1,E1055,2027-03,23,2.5
A_E1056_03_2026,1,E1056,2026-03,22,1.7
A_E1056_03_2027,1,E1056,2027-03,22,1.7
A_E1057_03_2026,1,E1057,2026-03,26,4.4
A_E1057_03_2027,1,E1057,2027-03,26,4.4
A_E1058_03_2026,1,E1058,2026-03,22,7.7
A_E1058_03_2027,1,E1058,2027-03,22,7.7
A_E1059_03_2026,1,E1059,2026-03,25,1.7
