leaveId,employeeId,leaveType,startDate,endDate,reason,status,approvedBy
LR_E0620_03_2023,E0620,SICK,2023-03-08,2023-03-10,Leave request,PENDING,
LR_E0654_03_2023,E0654,SICK,2023-03-09,2023-03-09,Leave request,PENDING,
LR_E0667_03_2023,E0667,SICK,2023-03-14,2023-03-14,Leave request,PENDING,
LR_E0712_03_2023,E0712,SICK,2023-03-15,2023-03-16,Leave request,PENDING,
LR_E0739_03_2023,E0739,SICK,2023-03-07,2023-03-07,Leave request,PENDING,
LR_E0745_03_2023,E0745,ANNUAL,2023-03-02,2023-03-03,Leave request,PENDING,
LR_E0767_03_2023,E0767,SICK,2023-03-20,2023-03-22,Leave request,PENDING,
LR_E0776_03_2023,E0776,ANNUAL,2023-03-14,2023-03-15,Leave request,PENDING,
LR_E0783_03_2023,E0783,ANNUAL,2023-03-10,2023-03-11,Leave request,PENDING,
LR_E0806_03_2023,E0806,SICK,2023-03-06,2023-03-07,Leave request,PENDING,
LR_E0818_03_2023,E0818,ANNUAL,2023-03-17,2023-03-19,Leave request,PENDING,
LR_E0851_03_2023,E0851,SICK,2023-03-11,2023-03-12,Leave request,PENDING,
LR_E0856_03_2023,E0856,ANNUAL,2023-03-18,2023-03-20,Leave request,PENDING,
LR_E0872_03_2023,E0872,ANNUAL,2023-03-19,2023-03-20,Leave request,PENDING,
LR_E0874_03_2023,E0874,SICK,2023-03-19,2023-03-21,Leave request,PENDING,
LR_E0875_03_2023,E0875,ANNUAL,2023-03-09,2023-03-09,Leave request,PENDING,
LR_E0882_03_2023,E0882,SICK,2023-03-02,2023-03-03,Leave request,PENDING,
LR_E0884_03_2023,E0884,SICK,2023-03-02,2023-03-04,Leave request,PENDING,
LR_E0897_03_2023,E0897,SICK,2023-03-13,2023-03-15,Leave request,PENDING,
LR_E0913_03_2023,E0913,SICK,2023-03-12,2023-03-12,Leave request,PENDING,
LR_E0938_03_2023,E0938,SICK,2023-03-13,2023-03-14,Leave request,PENDING,
LR_E0945_03_2023,E0945,SICK,2023-03-11,2023-03-13,Leave request,PENDING,
LR_E0946_03_2023,E0946,ANNUAL,2023-03-02,2023-03-03,Leave request,PENDING,
LR_E0947_03_2023,E0947,ANNUAL,2023-03-07,2023-03-08,Leave request,PENDING,
LR_E0949_03_2023,E0949,SICK,2023-03-17,2023-03-18,Leave request,PENDING,
LR_E0954_03_2023,E0954,ANNUAL,2023-03-14,2023-03-14,Leave request,PENDING,
LR_E0974_03_2023,E0974,ANNUAL,2023-03-13,2023-03-15,Leave request,PENDING,
LR_E0978_03_2023,E0978,SICK,2023-03-19,2023-03-20,Leave request,PENDING,
LR_E1003_03_2023,E1003,SICK,2023-03-04,2023-03-05,Leave request,PENDING,
LR_E1005_03_2023,E1005,SICK,2023-03-13,2023-03-15,Leave request,PENDING,
LR_E1019_03_2023,E1019,SICK,2023-03-14,2023-03-16,Leave request,PENDING,
LR_E1023_03_2023,E1023,ANNUAL,2023-03-12,2023-03-12,Leave request,PENDING,
LR_E1036_03_2023,E1036,SICK,2023-03-16,2023-03-17,Leave request,PENDING,
LR_E1042_03_2023,E1042,ANNUAL,2023-03-10,2023-03-10,Leave request,PENDING,
LR_E1076_03_2023,E1076,ANNUAL,2023-03-17,2023-03-18,Leave request,PENDING,
LR_E1079_03_2023,E1079,SICK,2023-03-07,2023-03-07,Leave request,PENDING,
LR_E1109_03_2023,E1109,ANNUAL,2023-03-10,2023-03-10,Leave request,PENDING,
LR_E1117_03_2023,E1117,SICK,2023-03-04,2023-03-06,Leave request,PENDING,
LR_E1121_03_2023,E1121,SICK,2023-03-02,2023-03-03,Leave request,PENDING,
LR_E1139_03_2023,E1139,SICK,2023-03-16,2023-03-16,Leave request,PENDING,
LR_E1154_03_2023,E1154,SICK,2023-03-20,2023-03-22,Leave request,PENDING,
LR_E1161_03_2023,E1161,SICK,2023-03-13,2023-03-13,Leave request,PENDING,
LR_E1163_03_2023,E1163,ANNUAL,2023-03-08,2023-03-09,Leave request,PENDING,
LR_E1164_03_2023,E1164,SICK,2023-03-11,2023-03-13,Leave request,PENDING,
LR_E1173_03_2023,E1173,ANNUAL,2023-03-16,2023-03-17,Leave request,PENDING,
LR_E1176_03_2023,E1176,ANNUAL,2023-03-13,2023-03-13,Leave request,PENDING,
LR_E1190_03_2023,E1190,SICK,2023-03-04,2023-03-05,Leave request,PENDING,
LR_E0003_04_2023,E0003,ANNUAL,2023-04-06,2023-04-06,Leave request,PENDING,
LR_E0020_04_2023,E0020,SICK,2023-04-11,2023-04-13,Leave request,PENDING,
LR_E0043_04_2023,E0043,SICK,2023-04-11,2023-04-13,Leave request,PENDING,
LR_E0048_04_2023,E0048,ANNUAL,2023-04-19,2023-04-21,Leave request,PENDING,
LR_E0061_04_2023,E0061,SICK,2023-04-07,2023-04-09,Leave request,PENDING,
LR_E0063_04_2023,E0063,ANNUAL,2023-04-05,2023-04-07,Leave request,PENDING,
LR_E0073_04_2023,E0073,SICK,2023-04-11,2023-04-13,Leave request,PENDING,
LR_E0108_04_2023,E0108,ANNUAL,2023-04-08,2023-04-08,Leave request,PENDING,
LR_E0111_04_2023,E0111,SICK,2023-04-16,2023-04-17,Leave request,PENDING,
LR_E0133_04_2023,E0133,ANNUAL,2023-04-12,2023-04-13,Leave request,PENDING,
LR_E0144_04_2023,E0144,ANNUAL,2023-04-01,2023-04-03,Leave request,PENDING,
LR_E0146_04_2023,E0146,ANNUAL,2023-04-04,2023-04-06,Leave request,PENDING,
LR_E0161_04_2023,E0161,SICK,2023-04-10,2023-04-12,Leave request,PENDING,
LR_E0163_04_2023,E0163,ANNUAL,2023-04-18,2023-04-18,Leave request,PENDING,
LR_E0171_04_2023,E0171,ANNUAL,2023-04-01,2023-04-02,Leave request,PENDING,
LR_E0173_04_2023,E0173,ANNUAL,2023-04-03,2023-04-05,Leave request,PENDING,
LR_E0189_04_2023,E0189,ANNUAL,2023-04-06,2023-04-08,Leave request,PENDING,
LR_E0203_04_2023,E0203,SICK,2023-04-20,2023-04-20,Leave request,PENDING,
LR_E0230_04_2023,E0230,ANNUAL,2023-04-04,2023-04-06,Leave request,PENDING,
LR_E0234_04_2023,E0234,SICK,2023-04-02,2023-04-04,Leave request,PENDING,
LR_E0239_04_2023,E0239,ANNUAL,2023-04-06,2023-04-06,Leave request,PENDING,
LR_E0250_04_2023,E0250,ANNUAL,2023-04-13,2023-04-15,Leave request,PENDING,
LR_E0254_04_2023,E0254,ANNUAL,2023-04-19,2023-04-19,Leave request,PENDING,
LR_E0266_04_2023,E0266,SICK,2023-04-19,2023-04-21,Leave request,PENDING,
LR_E0269_04_2023,E0269,ANNUAL,2023-04-20,2023-04-20,Leave request,PENDING,
LR_E0280_04_2023,E0280,ANNUAL,2023-04-03,2023-04-04,Leave request,PENDING,
LR_E0292_04_2023,E0292,SICK,2023-04-04,2023-04-05,Leave request,PENDING,
LR_E0306_04_2023,E0306,ANNUAL,2023-04-13,2023-04-14,Leave request,PENDING,
LR_E0309_04_2023,E0309,SICK,2023-04-09,2023-04-11,Leave request,PENDING,
LR_E0310_04_2023,E0310,ANNUAL,2023-04-04,2023-04-06,Leave request,PENDING,
LR_E0311_04_2023,E0311,ANNUAL,2023-04-15,2023-04-16,Leave request,PENDING,
LR_E0329_04_2023,E0329,ANNUAL,2023-04-20,2023-04-22,Leave request,PENDING,
LR_E0349_04_2023,E0349,SICK,2023-04-19,2023-04-20,Leave request,PENDING,
LR_E0379_04_2023,E0379,SICK,2023-04-01,2023-04-02,Leave request,PENDING,
LR_E0389_04_2023,E0389,SICK,2023-04-19,2023-04-21,Leave request,PENDING,
LR_E0390_04_2023,E0390,ANNUAL,2023-04-03,2023-04-03,Leave request,PENDING,
LR_E0391_04_2023,E0391,ANNUAL,2023-04-19,2023-04-20,Leave request,PENDING,
LR_E0398_04_2023,E0398,ANNUAL,2023-04-20,2023-04-22,Leave request,PENDING,
LR_E0401_04_2023,E0401,ANNUAL,2023-04-01,2023-04-01,Leave request,PENDING,
LR_E0427_04_2023,E0427,SICK,2023-04-08,2023-04-10,Leave request,PENDING,
LR_E0430_04_2023,E0430,ANNUAL,2023-04-10,2023-04-11,Leave request,PENDING,
LR_E0443_04_2023,E0443,SICK,2023-04-19,2023-04-19,Leave request,PENDING,
LR_E0459_04_2023,E0459,ANNUAL,2023-04-18,2023-04-19,Leave request,PENDING,
LR_E0476_04_2023,E0476,ANNUAL,2023-04-17,2023-04-17,Leave request,PENDING,
LR_E0478_04_2023,E0478,SICK,2023-04-15,2023-04-15,Leave request,PENDING,
LR_E0479_04_2023,E0479,ANNUAL,2023-04-14,2023-04-16,Leave request,PENDING,
LR_E0485_04_2023,E0485,SICK,2023-04-02,2023-04-02,Leave request,PENDING,
LR_E0495_04_2023,E0495,SICK,2023-04-09,2023-04-10,Leave request,PENDING,
LR_E0504_04_2023,E0504,ANNUAL,2023-04-04,2023-04-05,Leave request,PENDING,
LR_E0507_04_2023,E0507,ANNUAL,2023-04-02,2023-04-03,Leave request,PENDING,
LR_E0508_04_2023,E0508,ANNUAL,2023-04-18,2023-04-18,Leave request,PENDING,
LR_E0510_04_2023,E0510,ANNUAL,2023-04-04,2023-04-04,Leave request,PENDING,
LR_E0511_04_2023,E0511,ANNUAL,2023-04-19,2023-04-19,Leave request,PENDING,
LR_E0516_04_2023,E0516,SICK,2023-04-05,2023-04-06,Leave request,PENDING,
LR_E0523_04_2023,E0523,ANNUAL,2023-04-06,2023-04-06,Leave request,PENDING,
LR_E0527_04_2023,E0527,ANNUAL,2023-04-01,2023-04-02,Leave request,PENDING,
LR_E0540_04_2023,E0540,SICK,2023-04-04,2023-04-04,Leave request,PENDING,
LR_E0552_04_2023,E0552,ANNUAL,2023-04-15,2023-04-17,Leave request,PENDING,
LR_E0569_04_2023,E0569,ANNUAL,2023-04-07,2023-04-08,Leave request,PENDING,
LR_E0573_04_2023,E0573,SICK,2023-04-18,2023-04-18,Leave request,PENDING,
LR_E0593_04_2023,E0593,SICK,2023-04-08,2023-04-08,Leave request,PENDING,
LR_E0602_04_2023,E0602,SICK,2023-04-07,2023-04-09,Leave request,PENDING,
LR_E0609_04_2023,E0609,SICK,2023-04-10,2023-04-12,Leave request,PENDING,
LR_E0610_04_2023,E0610,ANNUAL,2023-04-12,2023-04-13,Leave request,PENDING,
LR_E0629_04_2023,E0629,SICK,2023-04-03,2023-04-05,Leave request,PENDING,
LR_E0633_04_2023,E0633,ANNUAL,2023-04-09,2023-04-11,Leave request,PENDING,
LR_E0634_04_2023,E0634,ANNUAL,2023-04-16,2023-04-18,Leave request,PENDING,
LR_E0635_04_2023,E0635,ANNUAL,2023-04-02,2023-04-03,Leave request,PENDING,
LR_E0646_04_2023,E0646,SICK,2023-04-11,2023-04-13,Leave request,PENDING,
LR_E0656_04_2023,E0656,ANNUAL,2023-04-19,2023-04-21,Leave request,PENDING,
LR_E0664_04_2023,E0664,SICK,2023-04-02,2023-04-02,Leave request,PENDING,
LR_E0667_04_2023,E0667,ANNUAL,2023-04-04,2023-04-06,Leave request,PENDING,
LR_E0669_04_2023,E0669,ANNUAL,2023-04-12,2023-04-12,Leave request,PENDING,
LR_E0679_04_2023,E0679,SICK,2023-04-01,2023-04-03,Leave request,PENDING,
LR_E0683_04_2023,E0683,ANNUAL,2023-04-18,2023-04-20,Leave request,PENDING,
LR_E0685_04_2023,E0685,SICK,2023-04-01,2023-04-02,Leave request,PENDING,
LR_E0703_04_2023,E0703,SICK,2023-04-19,2023-04-21,Leave request,PENDING,
LR_E0715_04_2023,E0715,SICK,2023-04-16,2023-04-18,Leave request,PENDING,
LR_E0721_04_2023,E0721,ANNUAL,2023-04-10,2023-04-12,Leave request,PENDING,
LR_E0731_04_2023,E0731,ANNUAL,2023-04-03,2023-04-03,Leave request,PENDING,
LR_E0733_04_2023,E0733,SICK,2023-04-14,2023-04-14,Leave request,PENDING,
LR_E0738_04_2023,E0738,ANNUAL,2023-04-15,2023-04-16,Leave request,PENDING,
LR_E0747_04_2023,E0747,SICK,2023-04-19,2023-04-19,Leave request,PENDING,
LR_E0750_04_2023,E0750,ANNUAL,2023-04-17,2023-04-17,Leave request,PENDING,
LR_E0775_04_2023,E0775,SICK,2023-04-08,2023-04-10,Leave request,PENDING,
LR_E0798_04_2023,E0798,ANNUAL,2023-04-11,2023-04-12,Leave request,PENDING,
LR_E0838_04_2023,E0838,ANNUAL,2023-04-07,2023-04-07,Leave request,PENDING,
LR_E0848_04_2023,E0848,ANNUAL,2023-04-16,2023-04-18,Leave request,PENDING,
LR_E0849_04_2023,E0849,ANNUAL,2023-04-13,2023-04-14,Leave request,PENDING,
LR_E0851_04_2023,E0851,SICK,2023-04-10,2023-04-11,Leave request,PENDING,
LR_E0876_04_2023,E0876,ANNUAL,2023-04-11,2023-04-12,Leave request,PENDING,
LR_E0881_04_2023,E0881,ANNUAL,2023-04-13,2023-04-15,Leave request,PENDING,
LR_E0882_04_2023,E0882,SICK,2023-04-03,2023-04-04,Leave request,PENDING,
LR_E0897_04_2023,E0897,SICK,2023-04-15,2023-04-16,Leave request,PENDING,
LR_E0913_04_2023,E0913,ANNUAL,2023-04-08,2023-04-09,Leave request,PENDING,
LR_E0917_04_2023,E0917,ANNUAL,2023-04-06,2023-04-08,Leave request,PENDING,
LR_E0919_04_2023,E0919,ANNUAL,2023-04-05,2023-04-07,Leave request,PENDING,
LR_E0920_04_2023,E0920,ANNUAL,2023-04-15,2023-04-16,Leave request,PENDING,
LR_E0921_04_2023,E0921,SICK,2023-04-06,2023-04-06,Leave request,PENDING,
LR_E0945_04_2023,E0945,ANNUAL,2023-04-04,2023-04-04,Leave request,PENDING,
LR_E0963_04_2023,E0963,ANNUAL,2023-04-01,2023-04-01,Leave request,PENDING,
LR_E0965_04_2023,E0965,ANNUAL,2023-04-05,2023-04-06,Leave request,PENDING,
LR_E0970_04_2023,E0970,ANNUAL,2023-04-13,2023-04-15,Leave request,PENDING,
LR_E0972_04_2023,E0972,SICK,2023-04-10,2023-04-12,Leave request,PENDING,
LR_E0974_04_2023,E0974,ANNUAL,2023-04-01,2023-04-03,Leave request,PENDING,
LR_E0976_04_2023,E0976,SICK,2023-04-10,2023-04-11,Leave request,PENDING,
LR_E0983_04_2023,E0983,SICK,2023-04-13,2023-04-14,Leave request,PENDING,
LR_E0987_04_2023,E0987,SICK,2023-04-09,2023-04-09,Leave request,PENDING,
LR_E1004_04_2023,E1004,SICK,2023-04-15,2023-04-16,Leave request,PENDING,
LR_E1010_04_2023,E1010,ANNUAL,2023-04-15,2023-04-16,Leave request,PENDING,
LR_E1014_04_2023,E1014,ANNUAL,2023-04-04,2023-04-04,Leave request,PENDING,
LR_E1037_04_2023,E1037,ANNUAL,2023-04-17,2023-04-19,Leave request,PENDING,
LR_E1046_04_2023,E1046,ANNUAL,2023-04-16,2023-04-16,Leave request,PENDING,
LR_E1047_04_2023,E1047,SICK,2023-04-20,2023-04-20,Leave request,PENDING,
LR_E1049_04_2023,E1049,SICK,2023-04-15,2023-04-16,Leave request,PENDING,
LR_E1070_04_2023,E1070,ANNUAL,2023-04-09,2023-04-09,Leave request,PENDING,
LR_E1075_04_2023,E1075,SICK,2023-04-01,2023-04-01,Leave request,PENDING,
LR_E1079_04_2023,E1079,SICK,2023-04-14,2023-04-15,Leave request,PENDING,
LR_E1084_04_2023,E1084,ANNUAL,2023-04-09,2023-04-10,Leave request,PENDING,
LR_E1094_04_2023,E1094,SICK,2023-04-19,2023-04-19,Leave request,PENDING,
LR_E1100_04_2023,E1100,ANNUAL,2023-04-01,2023-04-03,Leave request,PENDING,
LR_E1104_04_2023,E1104,SICK,2023-04-18,2023-04-19,Leave request,PENDING,
LR_E1107_04_2023,E1107,ANNUAL,2023-04-08,2023-04-09,Leave request,PENDING,
LR_E1118_04_2023,E1118,ANNUAL,2023-04-13,2023-04-15,Leave request,PENDING,
LR_E1135_04_2023,E1135,SICK,2023-04-04,2023-04-05,Leave request,PENDING,
LR_E1136_04_2023,E1136,SICK,2023-04-12,2023-04-14,Leave request,PENDING,
LR_E1166_04_2023,E1166,SICK,2023-04-12,2023-04-12,Leave request,PENDING,
LR_E1176_04_2023,E1176,ANNUAL,2023-04-11,2023-04-11,Leave request,PENDING,
LR_E1186_04_2023,E1186,ANNUAL,2023-04-17,2023-04-17,Leave request,PENDING,
LR_E1193_04_2023,E1193,ANNUAL,2023-04-12,2023-04-14,Leave request,PENDING,
LR_E1194_04_2023,E1194,SICK,2023-04-02,2023-04-04,Leave request,PENDING,
LR_E0043_05_2023,E0043,ANNUAL,2023-05-05,2023-05-05,Leave request,PENDING,
LR_E0054_05_2023,E0054,ANNUAL,2023-05-12,2023-05-13,Leave request,PENDING,
LR_E0068_05_2023,E0068,SICK,2023-05-15,2023-05-16,Leave request,PENDING,
LR_E0080_05_2023,E0080,ANNUAL,2023-05-12,2023-05-13,Leave request,PENDING,
LR_E0083_05_2023,E0083,SICK,2023-05-01,2023-05-03,Leave request,PENDING,
LR_E0085_05_2023,E0085,SICK,2023-05-05,2023-05-05,Leave request,PENDING,
LR_E0094_05_2023,E0094,ANNUAL,2023-05-12,2023-05-14,Leave request,PENDING,
LR_E0112_05_2023,E0112,ANNUAL,2023-05-06,2023-05-06,Leave request,PENDING,
LR_E0120_05_2023,E0120,ANNUAL,2023-05-09,2023-05-11,Leave request,PENDING,
LR_E0126_05_2023,E0126,ANNUAL,2023-05-02,2023-05-03,Leave request,PENDING,
LR_E0138_05_2023,E0138,ANNUAL,2023-05-19,2023-05-20,Leave request,PENDING,
LR_E0140_05_2023,E0140,SICK,2023-05-20,2023-05-20,Leave request,PENDING,
LR_E0144_05_2023,E0144,SICK,2023-05-04,2023-05-06,Leave request,PENDING,
LR_E0149_05_2023,E0149,SICK,2023-05-09,2023-05-11,Leave request,PENDING,
LR_E0150_05_2023,E0150,ANNUAL,2023-05-15,2023-05-16,Leave request,PENDING,
LR_E0151_05_2023,E0151,SICK,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E0163_05_2023,E0163,ANNUAL,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E0175_05_2023,E0175,SICK,2023-05-01,2023-05-03,Leave request,PENDING,
LR_E0193_05_2023,E0193,ANNUAL,2023-05-08,2023-05-10,Leave request,PENDING,
LR_E0200_05_2023,E0200,SICK,2023-05-01,2023-05-01,Leave request,PENDING,
LR_E0226_05_2023,E0226,SICK,2023-05-02,2023-05-03,Leave request,PENDING,
LR_E0227_05_2023,E0227,ANNUAL,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E0238_05_2023,E0238,SICK,2023-05-15,2023-05-16,Leave request,PENDING,
LR_E0246_05_2023,E0246,ANNUAL,2023-05-18,2023-05-19,Leave request,PENDING,
LR_E0258_05_2023,E0258,SICK,2023-05-20,2023-05-21,Leave request,PENDING,
LR_E0263_05_2023,E0263,ANNUAL,2023-05-10,2023-05-11,Leave request,PENDING,
LR_E0276_05_2023,E0276,ANNUAL,2023-05-09,2023-05-09,Leave request,PENDING,
LR_E0281_05_2023,E0281,SICK,2023-05-06,2023-05-08,Leave request,PENDING,
LR_E0303_05_2023,E0303,SICK,2023-05-12,2023-05-12,Leave request,PENDING,
LR_E0306_05_2023,E0306,SICK,2023-05-15,2023-05-17,Leave request,PENDING,
LR_E0329_05_2023,E0329,ANNUAL,2023-05-18,2023-05-18,Leave request,PENDING,
LR_E0335_05_2023,E0335,SICK,2023-05-08,2023-05-09,Leave request,PENDING,
LR_E0339_05_2023,E0339,ANNUAL,2023-05-20,2023-05-22,Leave request,PENDING,
LR_E0345_05_2023,E0345,ANNUAL,2023-05-16,2023-05-17,Leave request,PENDING,
LR_E0367_05_2023,E0367,SICK,2023-05-11,2023-05-11,Leave request,PENDING,
LR_E0368_05_2023,E0368,ANNUAL,2023-05-04,2023-05-04,Leave request,PENDING,
LR_E0374_05_2023,E0374,SICK,2023-05-09,2023-05-09,Leave request,PENDING,
LR_E0383_05_2023,E0383,ANNUAL,2023-05-11,2023-05-11,Leave request,PENDING,
LR_E0392_05_2023,E0392,ANNUAL,2023-05-08,2023-05-09,Leave request,PENDING,
LR_E0393_05_2023,E0393,SICK,2023-05-09,2023-05-11,Leave request,PENDING,
LR_E0395_05_2023,E0395,SICK,2023-05-08,2023-05-10,Leave request,PENDING,
LR_E0415_05_2023,E0415,ANNUAL,2023-05-02,2023-05-02,Leave request,PENDING,
LR_E0422_05_2023,E0422,SICK,2023-05-09,2023-05-10,Leave request,PENDING,
LR_E0426_05_2023,E0426,ANNUAL,2023-05-04,2023-05-06,Leave request,PENDING,
LR_E0442_05_2023,E0442,SICK,2023-05-14,2023-05-15,Leave request,PENDING,
LR_E0447_05_2023,E0447,ANNUAL,2023-05-01,2023-05-01,Leave request,PENDING,
LR_E0478_05_2023,E0478,ANNUAL,2023-05-07,2023-05-08,Leave request,PENDING,
LR_E0490_05_2023,E0490,SICK,2023-05-09,2023-05-10,Leave request,PENDING,
LR_E0503_05_2023,E0503,SICK,2023-05-13,2023-05-15,Leave request,PENDING,
LR_E0513_05_2023,E0513,SICK,2023-05-14,2023-05-16,Leave request,PENDING,
LR_E0518_05_2023,E0518,ANNUAL,2023-05-19,2023-05-20,Leave request,PENDING,
LR_E0522_05_2023,E0522,ANNUAL,2023-05-16,2023-05-16,Leave request,PENDING,
LR_E0533_05_2023,E0533,SICK,2023-05-01,2023-05-03,Leave request,PENDING,
LR_E0544_05_2023,E0544,ANNUAL,2023-05-14,2023-05-15,Leave request,PENDING,
LR_E0549_05_2023,E0549,ANNUAL,2023-05-05,2023-05-05,Leave request,PENDING,
LR_E0553_05_2023,E0553,ANNUAL,2023-05-07,2023-05-09,Leave request,PENDING,
LR_E0568_05_2023,E0568,SICK,2023-05-02,2023-05-04,Leave request,PENDING,
LR_E0581_05_2023,E0581,ANNUAL,2023-05-12,2023-05-13,Leave request,PENDING,
LR_E0582_05_2023,E0582,SICK,2023-05-07,2023-05-09,Leave request,PENDING,
LR_E0589_05_2023,E0589,ANNUAL,2023-05-08,2023-05-09,Leave request,PENDING,
LR_E0595_05_2023,E0595,SICK,2023-05-05,2023-05-07,Leave request,PENDING,
LR_E0602_05_2023,E0602,ANNUAL,2023-05-03,2023-05-05,Leave request,PENDING,
LR_E0616_05_2023,E0616,ANNUAL,2023-05-19,2023-05-19,Leave request,PENDING,
LR_E0617_05_2023,E0617,SICK,2023-05-10,2023-05-12,Leave request,PENDING,
LR_E0619_05_2023,E0619,SICK,2023-05-01,2023-05-01,Leave request,PENDING,
LR_E0632_05_2023,E0632,SICK,2023-05-17,2023-05-19,Leave request,PENDING,
LR_E0638_05_2023,E0638,ANNUAL,2023-05-17,2023-05-18,Leave request,PENDING,
LR_E0659_05_2023,E0659,ANNUAL,2023-05-12,2023-05-14,Leave request,PENDING,
LR_E0672_05_2023,E0672,SICK,2023-05-06,2023-05-06,Leave request,PENDING,
LR_E0673_05_2023,E0673,ANNUAL,2023-05-04,2023-05-05,Leave request,PENDING,
LR_E0708_05_2023,E0708,ANNUAL,2023-05-18,2023-05-20,Leave request,PENDING,
LR_E0713_05_2023,E0713,ANNUAL,2023-05-19,2023-05-20,Leave request,PENDING,
LR_E0723_05_2023,E0723,ANNUAL,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E0728_05_2023,E0728,ANNUAL,2023-05-17,2023-05-17,Leave request,PENDING,
LR_E0738_05_2023,E0738,SICK,2023-05-14,2023-05-16,Leave request,PENDING,
LR_E0756_05_2023,E0756,ANNUAL,2023-05-12,2023-05-12,Leave request,PENDING,
LR_E0772_05_2023,E0772,SICK,2023-05-11,2023-05-11,Leave request,PENDING,
LR_E0781_05_2023,E0781,SICK,2023-05-02,2023-05-03,Leave request,PENDING,
LR_E0785_05_2023,E0785,SICK,2023-05-16,2023-05-16,Leave request,PENDING,
LR_E0799_05_2023,E0799,SICK,2023-05-18,2023-05-18,Leave request,PENDING,
LR_E0809_05_2023,E0809,ANNUAL,2023-05-20,2023-05-22,Leave request,PENDING,
LR_E0812_05_2023,E0812,SICK,2023-05-14,2023-05-15,Leave request,PENDING,
LR_E0821_05_2023,E0821,ANNUAL,2023-05-15,2023-05-17,Leave request,PENDING,
LR_E0823_05_2023,E0823,ANNUAL,2023-05-04,2023-05-05,Leave request,PENDING,
LR_E0830_05_2023,E0830,SICK,2023-05-12,2023-05-13,Leave request,PENDING,
LR_E0834_05_2023,E0834,ANNUAL,2023-05-17,2023-05-19,Leave request,PENDING,
LR_E0853_05_2023,E0853,ANNUAL,2023-05-14,2023-05-15,Leave request,PENDING,
LR_E0854_05_2023,E0854,SICK,2023-05-12,2023-05-14,Leave request,PENDING,
LR_E0875_05_2023,E0875,SICK,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E0880_05_2023,E0880,SICK,2023-05-07,2023-05-09,Leave request,PENDING,
LR_E0893_05_2023,E0893,ANNUAL,2023-05-07,2023-05-08,Leave request,PENDING,
LR_E0898_05_2023,E0898,ANNUAL,2023-05-08,2023-05-08,Leave request,PENDING,
LR_E0915_05_2023,E0915,SICK,2023-05-18,2023-05-18,Leave request,PENDING,
LR_E0924_05_2023,E0924,ANNUAL,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E0925_05_2023,E0925,ANNUAL,2023-05-15,2023-05-16,Leave request,PENDING,
LR_E0934_05_2023,E0934,SICK,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E0992_05_2023,E0992,SICK,2023-05-18,2023-05-19,Leave request,PENDING,
LR_E0999_05_2023,E0999,SICK,2023-05-08,2023-05-10,Leave request,PENDING,
LR_E1002_05_2023,E1002,ANNUAL,2023-05-16,2023-05-17,Leave request,PENDING,
LR_E1003_05_2023,E1003,ANNUAL,2023-05-17,2023-05-18,Leave request,PENDING,
LR_E1007_05_2023,E1007,SICK,2023-05-16,2023-05-18,Leave request,PENDING,
LR_E1033_05_2023,E1033,SICK,2023-05-05,2023-05-07,Leave request,PENDING,
LR_E1034_05_2023,E1034,ANNUAL,2023-05-20,2023-05-21,Leave request,PENDING,
LR_E1046_05_2023,E1046,SICK,2023-05-12,2023-05-12,Leave request,PENDING,
LR_E1054_05_2023,E1054,ANNUAL,2023-05-15,2023-05-16,Leave request,PENDING,
LR_E1064_05_2023,E1064,ANNUAL,2023-05-05,2023-05-06,Leave request,PENDING,
LR_E1066_05_2023,E1066,SICK,2023-05-19,2023-05-19,Leave request,PENDING,
LR_E1067_05_2023,E1067,ANNUAL,2023-05-08,2023-05-08,Leave request,PENDING,
LR_E1083_05_2023,E1083,SICK,2023-05-14,2023-05-14,Leave request,PENDING,
LR_E1103_05_2023,E1103,ANNUAL,2023-05-05,2023-05-07,Leave request,PENDING,
LR_E1112_05_2023,E1112,SICK,2023-05-18,2023-05-18,Leave request,PENDING,
LR_E1113_05_2023,E1113,ANNUAL,2023-05-06,2023-05-06,Leave request,PENDING,
LR_E1119_05_2023,E1119,SICK,2023-05-05,2023-05-06,Leave request,PENDING,
LR_E1132_05_2023,E1132,ANNUAL,2023-05-11,2023-05-12,Leave request,PENDING,
LR_E1133_05_2023,E1133,SICK,2023-05-20,2023-05-22,Leave request,PENDING,
LR_E1134_05_2023,E1134,SICK,2023-05-13,2023-05-13,Leave request,PENDING,
LR_E1135_05_2023,E1135,ANNUAL,2023-05-20,2023-05-21,Leave request,PENDING,
LR_E1145_05_2023,E1145,SICK,2023-05-16,2023-05-16,Leave request,PENDING,
LR_E1147_05_2023,E1147,ANNUAL,2023-05-16,2023-05-18,Leave request,PENDING,
LR_E1153_05_2023,E1153,ANNUAL,2023-05-19,2023-05-20,Leave request,PENDING,
LR_E1154_05_2023,E1154,SICK,2023-05-11,2023-05-11,Leave request,PENDING,
