balanceId,employeeId,leaveType,totalLeaveDays,usedLeaveDays,remainingLeaveDays,version
LB_E0357_PAID_LEAVE,E0357,PAID_LEAVE,18,0,18,0
LB_E0358_PAID_LEAVE,E0358,PAID_LEAVE,18,0,18,0
LB_E0359_PAID_LEAVE,E0359,PAID_LEAVE,18,0,18,0
LB_E0360_PAID_LEAVE,E0360,PAID_LEAVE,18,0,18,0
LB_E0361_PAID_LEAVE,E0361,PAID_LEAVE,18,0,18,0
LB_E0362_PAID_LEAVE,E0362,PAID_LEAVE,18,0,18,0
LB_E0363_PAID_LEAVE,E0363,PAID_LEAVE,18,0,18,0
LB_E0364_PAID_LEAVE,E0364,PAID_LEAVE,18,0,18,0
LB_E0365_PAID_LEAVE,E0365,PAID_LEAVE,18,0,18,0
LB_E0366_PAID_LEAVE,E0366,PAID_LEAVE,18,0,18,0
LB_E0367_PAID_LEAVE,E0367,PAID_LEAVE,18,0,18,0
LB_E0368_PAID_LEAVE,E0368,PAID_LEAVE,18,0,18,0
LB_E0369_PAID_LEAVE,E0369,PAID_LEAVE,18,0,18,0
LB_E0370_PAID_LEAVE,E0370,PAID_LEAVE,18,0,18,0
LB_E0371_PAID_LEAVE,E0371,PAID_LEAVE,18,0,18,0
LB_E0372_PAID_LEAVE,E0372,PAID_LEAVE,18,0,18,0
LB_E0373_PAID_LEAVE,E0373,PAID_LEAVE,18,0,18,0
LB_E0374_PAID_LEAVE,E0374,PAID_LEAVE,18,0,18,0
LB_E0375_PAID_LEAVE,E0375,PAID_LEAVE,18,0,18,0
LB_E0376_PAID_LEAVE,E0376,PAID_LEAVE,18,0,18,0
LB_E0377_PAID_LEAVE,E0377,PAID_LEAVE,18,0,18,0
LB_E0378_PAID_LEAVE,E0378,PAID_LEAVE,18,0,18,0
LB_E0379_PAID_LEAVE,E0379,PAID_LEAVE,18,0,18,0
LB_E0380_PAID_LEAVE,E0380,PAID_LEAVE,18,0,18,0
LB_E0381_PAID_LEAVE,E0381,PAID_LEAVE,18,0,18,0
LB_E0382_PAID_LEAVE,E0382,PAID_LEAVE,18,0,18,0
LB_E0383_PAID_LEAVE,E0383,PAID_LEAVE,18,0,18,0
LB_E0384_PAID_LEAVE,E0384,PAID_LEAVE,18,0,18,0
LB_E0385_PAID_LEAVE,E0385,PAID_LEAVE,18,0,18,0
LB_E0386_PAID_LEAVE,E0386,PAID_LEAVE,18,0,18,0
LB_E0387_PAID_LEAVE,E0387,PAID_LEAVE,18,0,18,0
LB_E0388_PAID_LEAVE,E0388,PAID_LEAVE,18,0,18,0
LB_E0389_PAID_LEAVE,E0389,PAID_LEAVE,18,0,18,0
LB_E0390_PAID_LEAVE,E0390,PAID_LEAVE,18,0,18,0
LB_E0391_PAID_LEAVE,E0391,PAID_LEAVE,18,0,18,0
LB_E0392_PAID_LEAVE,E0392,PAID_LEAVE,18,0,18,0
LB_E0393_PAID_LEAVE,E0393,PAID_LEAVE,18,0,18,0
LB_E0394_PAID_LEAVE,E0394,PAID_LEAVE,18,0,18,0
LB_E0395_PAID_LEAVE,E0395,PAID_LEAVE,18,0,18,0
LB_E0396_PAID_LEAVE,E0396,PAID_LEAVE,18,0,18,0
LB_E0397_PAID_LEAVE,E0397,PAID_LEAVE,18,0,18,0
LB_E0398_PAID_LEAVE,E0398,PAID_LEAVE,18,0,18,0
LB_E0399_PAID_LEAVE,E0399,PAID_LEAVE,18,0,18,0
LB_E0400_PAID_LEAVE,E0400,PAID_LEAVE,18,0,18,0
LB_E0401_PAID_LEAVE,E0401,PAID_LEAVE,18,0,18,0
LB_E0402_PAID_LEAVE,E0402,PAID_LEAVE,18,0,18,0
LB_E0403_PAID_LEAVE,E0403,PAID_LEAVE,18,0,18,0
LB_E0404_PAID_LEAVE,E0404,PAID_LEAVE,18,0,18,0
LB_E0405_PAID_LEAVE,E0405,PAID_LEAVE,18,0,18,0
LB_E0406_PAID_LEAVE,E0406,PAID_LEAVE,18,0,18,0
LB_E0407_PAID_LEAVE,E0407,PAID_LEAVE,18,0,18,0
LB_E0408_PAID_LEAVE,E0408,PAID_LEAVE,18,0,18,0
LB_E0409_PAID_LEAVE,E0409,PAID_LEAVE,18,0,18,0
LB_E0410_PAID_LEAVE,E0410,PAID_LEAVE,18,0,18,0
LB_E0411_PAID_LEAVE,E0411,PAID_LEAVE,18,0,18,0
LB_E0412_PAID_LEAVE,E0412,PAID_LEAVE,18,0,18,0
LB_E0413_PAID_LEAVE,E0413,PAID_LEAVE,18,0,18,0
LB_E0414_PAID_LEAVE,E0414,PAID_LEAVE,18,0,18,0
LB_E0415_PAID_LEAVE,E0415,PAID_LEAVE,18,0,18,0
LB_E0416_PAID_LEAVE,E0416,PAID_LEAVE,18,0,18,0
LB_E0417_PAID_LEAVE,E0417,PAID_LEAVE,18,0,18,0
LB_E0418_PAID_LEAVE,E0418,PAID_LEAVE,18,0,18,0
LB_E0419_PAID_LEAVE,E0419,PAID_LEAVE,18,0,18,0
LB_E0420_PAID_LEAVE,E0420,PAID_LEAVE,18,0,18,0
LB_E0421_PAID_LEAVE,E0421,PAID_LEAVE,18,0,18,0
LB_E0422_PAID_LEAVE,E0422,PAID_LEAVE,18,0,18,0
LB_E0423_PAID_LEAVE,E0423,PAID_LEAVE,18,0,18,0
LB_E0424_PAID_LEAVE,E0424,PAID_LEAVE,18,0,18,0
LB_E0425_PAID_LEAVE,E0425,PAID_LEAVE,18,0,18,0
LB_E0426_PAID_LEAVE,E0426,PAID_LEAVE,18,0,18,0
LB_E0427_PAID_LEAVE,E0427,PAID_LEAVE,18,0,18,0
LB_E0428_PAID_LEAVE,E0428,PAID_LEAVE,18,0,18,0
LB_E0429_PAID_LEAVE,E0429,PAID_LEAVE,18,0,18,0
LB_E0430_PAID_LEAVE,E0430,PAID_LEAVE,18,0,18,0
LB_E0431_PAID_LEAVE,E0431,PAID_LEAVE,18,0,18,0
LB_E0432_PAID_LEAVE,E0432,PAID_LEAVE,18,0,18,0
LB_E0433_PAID_LEAVE,E0433,PAID_LEAVE,18,0,18,0
LB_E0434_PAID_LEAVE,E0434,PAID_LEAVE,18,0,18,0
LB_E0435_PAID_LEAVE,E0435,PAID_LEAVE,18,0,18,0
LB_E0436_PAID_LEAVE,E0436,PAID_LEAVE,18,0,18,0
LB_E0437_PAID_LEAVE,E0437,PAID_LEAVE,18,0,18,0
LB_E0438_PAID_LEAVE,E0438,PAID_LEAVE,18,0,18,0
LB_E0439_PAID_LEAVE,E0439,PAID_LEAVE,18,0,18,0
LB_E0440_PAID_LEAVE,E0440,PAID_LEAVE,18,0,18,0
LB_E0441_PAID_LEAVE,E0441,PAID_LEAVE,18,0,18,0
LB_E0442_PAID_LEAVE,E0442,PAID_LEAVE,18,0,18,0
LB_E0443_PAID_LEAVE,E0443,PAID_LEAVE,18,0,18,0
LB_E0444_PAID_LEAVE,E0444,PAID_LEAVE,18,0,18,0
LB_E0445_PAID_LEAVE,E0445,PAID_LEAVE,18,0,18,0
LB_E0446_PAID_LEAVE,E0446,PAID_LEAVE,18,0,18,0
LB_E0447_PAID_LEAVE,E0447,PAID_LEAVE,18,0,18,0
LB_E0448_PAID_LEAVE,E0448,PAID_LEAVE,18,0,18,0
LB_E0449_PAID_LEAVE,E0449,PAID_LEAVE,18,0,18,0
LB_E0450_PAID_LEAVE,E0450,PAID_LEAVE,18,0,18,0
LB_E0451_PAID_LEAVE,E0451,PAID_LEAVE,18,0,18,0
LB_E0452_PAID_LEAVE,E0452,PAID_LEAVE,18,0,18,0
LB_E0453_PAID_LEAVE,E0453,PAID_LEAVE,18,0,18,0
LB_E0454_PAID_LEAVE,E0454,PAID_LEAVE,18,0,18,0
LB_E0455_PAID_LEAVE,E0455,PAID_LEAVE,18,0,18,0
LB_E0456_PAID_LEAVE,E0456,PAID_LEAVE,18,0,18,0
LB_E0457_PAID_LEAVE,E0457,PAID_LEAVE,18,0,18,0
LB_E0458_PAID_LEAVE,E0458,PAID_LEAVE,18,0,18,0
LB_E0459_PAID_LEAVE,E0459,PAID_LEAVE,18,0,18,0
LB_E0460_PAID_LEAVE,E0460,PAID_LEAVE,18,0,18,0
LB_E0461_PAID_LEAVE,E0461,PAID_LEAVE,18,0,18,0
LB_E0462_PAID_LEAVE,E0462,PAID_LEAVE,18,0,18,0
LB_E0463_PAID_LEAVE,E0463,PAID_LEAVE,18,0,18,0
LB_E0464_PAID_LEAVE,E0464,PAID_LEAVE,18,0,18,0
LB_E0465_PAID_LEAVE,E0465,PAID_LEAVE,18,0,18,0
LB_E0466_PAID_LEAVE,E0466,PAID_LEAVE,18,0,18,0
LB_E0467_PAID_LEAVE,E0467,PAID_LEAVE,18,0,18,0
LB_E0468_PAID_LEAVE,E0468,PAID_LEAVE,18,0,18,0
LB_E0469_PAID_LEAVE,E0469,PAID_LEAVE,18,0,18,0
LB_E0470_PAID_LEAVE,E0470,PAID_LEAVE,18,0,18,0
LB_E0471_PAID_LEAVE,E0471,PAID_LEAVE,18,0,18,0
LB_E0472_PAID_LEAVE,E0472,PAID_LEAVE,18,0,18,0
LB_E0473_PAID_LEAVE,E0473,PAID_LEAVE,18,0,18,0
LB_E0474_PAID_LEAVE,E0474,PAID_LEAVE,18,0,18,0
LB_E0475_PAID_LEAVE,E0475,PAID_LEAVE,18,0,18,0
LB_E0476_PAID_LEAVE,E0476,PAID_LEAVE,18,0,18,0
LB_E0477_PAID_LEAVE,E0477,PAID_LEAVE,18,0,18,0
LB_E0478_PAID_LEAVE,E0478,PAID_LEAVE,18,0,18,0
LB_E0479_PAID_LEAVE,E0479,PAID_LEAVE,18,0,18,0
LB_E0480_PAID_LEAVE,E0480,PAID_LEAVE,18,0,18,0
LB_E0481_PAID_LEAVE,E0481,PAID_LEAVE,18,0,18,0
LB_E0482_PAID_LEAVE,E0482,PAID_LEAVE,18,0,18,0
LB_E0483_PAID_LEAVE,E0483,PAID_LEAVE,18,0,18,0
LB_E0484_PAID_LEAVE,E0484,PAID_LEAVE,18,0,18,0
LB_E0485_PAID_LEAVE,E0485,PAID_LEAVE,18,0,18,0
LB_E0486_PAID_LEAVE,E0486,PAID_LEAVE,18,0,18,0
LB_E0487_PAID_LEAVE,E0487,PAID_LEAVE,18,0,18,0
LB_E0488_PAID_LEAVE,E0488,PAID_LEAVE,18,0,18,0
LB_E0489_PAID_LEAVE,E0489,PAID_LEAVE,18,0,18,0
LB_E0490_PAID_LEAVE,E0490,PAID_LEAVE,18,0,18,0
LB_E0491_PAID_LEAVE,E0491,PAID_LEAVE,18,0,18,0
LB_E0492_PAID_LEAVE,E0492,PAID_LEAVE,18,0,18,0
LB_E0493_PAID_LEAVE,E0493,PAID_LEAVE,18,0,18,0
LB_E0494_PAID_LEAVE,E0494,PAID_LEAVE,18,0,18,0
LB_E0495_PAID_LEAVE,E0495,PAID_LEAVE,18,0,18,0
LB_E0496_PAID_LEAVE,E0496,PAID_LEAVE,18,0,18,0
LB_E0497_PAID_LEAVE,E0497,PAID_LEAVE,18,0,18,0
LB_E0498_PAID_LEAVE,E0498,PAID_LEAVE,18,0,18,0
LB_E0499_PAID_LEAVE,E0499,PAID_LEAVE,18,0,18,0
LB_E0500_PAID_LEAVE,E0500,PAID_LEAVE,18,0,18,0
LB_E0501_PAID_LEAVE,E0501,PAID_LEAVE,18,0,18,0
LB_E0502_PAID_LEAVE,E0502,PAID_LEAVE,18,0,18,0
LB_E0503_PAID_LEAVE,E0503,PAID_LEAVE,18,0,18,0
LB_E0504_PAID_LEAVE,E0504,PAID_LEAVE,18,0,18,0
LB_E0505_PAID_LEAVE,E0505,PAID_LEAVE,18,0,18,0
LB_E0506_PAID_LEAVE,E0506,PAID_LEAVE,18,0,18,0
LB_E0507_PAID_LEAVE,E0507,PAID_LEAVE,18,0,18,0
LB_E0508_PAID_LEAVE,E0508,PAID_LEAVE,18,0,18,0
LB_E0509_PAID_LEAVE,E0509,PAID_LEAVE,18,0,18,0
LB_E0510_PAID_LEAVE,E0510,PAID_LEAVE,18,0,18,0
LB_E0511_PAID_LEAVE,E0511,PAID_LEAVE,18,0,18,0
LB_E0512_PAID_LEAVE,E0512,PAID_LEAVE,18,0,18,0
LB_E0513_PAID_LEAVE,E0513,PAID_LEAVE,18,0,18,0
LB_E0514_PAID_LEAVE,E0514,PAID_LEAVE,18,0,18,0
LB_E0515_PAID_LEAVE,E0515,PAID_LEAVE,18,0,18,0
LB_E0516_PAID_LEAVE,E0516,PAID_LEAVE,18,0,18,0
LB_E0517_PAID_LEAVE,E0517,PAID_LEAVE,18,0,18,0
LB_E0518_PAID_LEAVE,E0518,PAID_LEAVE,18,0,18,0
LB_E0519_PAID_LEAVE,E0519,PAID_LEAVE,18,0,18,0
LB_E0520_PAID_LEAVE,E0520,PAID_LEAVE,18,0,18,0
LB_E0521_PAID_LEAVE,E0521,PAID_LEAVE,18,0,18,0
LB_E0522_PAID_LEAVE,E0522,PAID_LEAVE,18,0,18,0
LB_E0523_PAID_LEAVE,E0523,PAID_LEAVE,18,0,18,0
LB_E0524_PAID_LEAVE,E0524,PAID_LEAVE,18,0,18,0
LB_E0525_PAID_LEAVE,E0525,PAID_LEAVE,18,0,18,0
LB_E0526_PAID_LEAVE,E0526,PAID_LEAVE,18,0,18,0
LB_E0527_PAID_LEAVE,E0527,PAID_LEAVE,18,0,18,0
LB_E0528_PAID_LEAVE,E0528,PAID_LEAVE,18,0,18,0
LB_E0529_PAID_LEAVE,E0529,PAID_LEAVE,18,0,18,0
LB_E0530_PAID_LEAVE,E0530,PAID_LEAVE,18,0,18,0
LB_E0531_PAID_LEAVE,E0531,PAID_LEAVE,18,0,18,0
LB_E0532_PAID_LEAVE,E0532,PAID_LEAVE,18,0,18,0
LB_E0533_PAID_LEAVE,E0533,PAID_LEAVE,18,0,18,0
LB_E0534_PAID_LEAVE,E0534,PAID_LEAVE,18,0,18,0
LB_E0535_PAID_LEAVE,E0535,PAID_LEAVE,18,0,18,0
LB_E0536_PAID_LEAVE,E0536,PAID_LEAVE,18,0,18,0
LB_E0537_PAID_LEAVE,E0537,PAID_LEAVE,18,0,18,0
LB_E0538_PAID_LEAVE,E0538,PAID_LEAVE,18,0,18,0
LB_E0539_PAID_LEAVE,E0539,PAID_LEAVE,18,0,18,0
LB_E0540_PAID_LEAVE,E0540,PAID_LEAVE,18,0,18,0
LB_E0541_PAID_LEAVE,E0541,PAID_LEAVE,18,0,18,0
LB_E0542_PAID_LEAVE,E0542,PAID_LEAVE,18,0,18,0
LB_E0543_PAID_LEAVE,E0543,PAID_LEAVE,18,0,18,0
LB_E0544_PAID_LEAVE,E0544,PAID_LEAVE,18,0,18,0
LB_E0545_PAID_LEAVE,E0545,PAID_LEAVE,18,0,18,0
LB_E0546_PAID_LEAVE,E0546,PAID_LEAVE,18,0,18,0
LB_E0547_PAID_LEAVE,E0547,PAID_LEAVE,18,0,18,0
LB_E0548_PAID_LEAVE,E0548,PAID_LEAVE,18,0,18,0
LB_E0549_PAID_LEAVE,E0549,PAID_LEAVE,18,0,18,0
LB_E0550_PAID_LEAVE,E0550,PAID_LEAVE,18,0,18,0
LB_E0551_PAID_LEAVE,E0551,PAID_LEAVE,18,0,18,0
LB_E0552_PAID_LEAVE,E0552,PAID_LEAVE,18,0,18,0
LB_E0553_PAID_LEAVE,E0553,PAID_LEAVE,18,0,18,0
LB_E0554_PAID_LEAVE,E0554,PAID_LEAVE,18,0,18,0
LB_E0555_PAID_LEAVE,E0555,PAID_LEAVE,18,0,18,0
LB_E0556_PAID_LEAVE,E0556,PAID_LEAVE,18,0,18,0
LB_E0557_PAID_LEAVE,E0557,PAID_LEAVE,18,0,18,0
LB_E0558_PAID_LEAVE,E0558,PAID_LEAVE,18,0,18,0
LB_E0559_PAID_LEAVE,E0559,PAID_LEAVE,18,0,18,0
LB_E0560_PAID_LEAVE,E0560,PAID_LEAVE,18,0,18,0
LB_E0561_PAID_LEAVE,E0561,PAID_LEAVE,18,0,18,0
LB_E0562_PAID_LEAVE,E0562,PAID_LEAVE,18,0,18,0
LB_E0563_PAID_LEAVE,E0563,PAID_LEAVE,18,0,18,0
LB_E0564_PAID_LEAVE,E0564,PAID_LEAVE,18,0,18,0
LB_E0565_PAID_LEAVE,E0565,PAID_LEAVE,18,0,18,0
LB_E0566_PAID_LEAVE,E0566,PAID_LEAVE,18,0,18,0
LB_E0567_PAID_LEAVE,E0567,PAID_LEAVE,18,0,18,0
LB_E0568_PAID_LEAVE,E0568,PAID_LEAVE,18,0,18,0
LB_E0569_PAID_LEAVE,E0569,PAID_LEAVE,18,0,18,0
LB_E0570_PAID_LEAVE,E0570,PAID_LEAVE,18,0,18,0
LB_E0571_PAID_LEAVE,E0571,PAID_LEAVE,18,0,18,0
LB_E0572_PAID_LEAVE,E0572,PAID_LEAVE,18,0,18,0
LB_E0573_PAID_LEAVE,E0573,PAID_LEAVE,18,0,18,0
LB_E0574_PAID_LEAVE,E0574,PAID_LEAVE,18,0,18,0
LB_E0575_PAID_LEAVE,E0575,PAID_LEAVE,18,0,18,0
LB_E0576_PAID_LEAVE,E0576,PAID_LEAVE,18,0,18,0
LB_E0577_PAID_LEAVE,E0577,PAID_LEAVE,18,0,18,0
LB_E0578_PAID_LEAVE,E0578,PAID_LEAVE,18,0,18,0
LB_E0579_PAID_LEAVE,E0579,PAID_LEAVE,18,0,18,0
LB_E0580_PAID_LEAVE,E0580,PAID_LEAVE,18,0,18,0
LB_E0581_PAID_LEAVE,E0581,PAID_LEAVE,18,0,18,0
LB_E0582_PAID_LEAVE,E0582,PAID_LEAVE,18,0,18,0
LB_E0583_PAID_LEAVE,E0583,PAID_LEAVE,18,0,18,0
LB_E0584_PAID_LEAVE,E0584,PAID_LEAVE,18,0,18,0
LB_E0585_PAID_LEAVE,E0585,PAID_LEAVE,18,0,18,0
LB_E0586_PAID_LEAVE,E0586,PAID_LEAVE,18,0,18,0
LB_E0587_PAID_LEAVE,E0587,PAID_LEAVE,18,0,18,0
LB_E0588_PAID_LEAVE,E0588,PAID_LEAVE,18,0,18,0
LB_E0589_PAID_LEAVE,E0589,PAID_LEAVE,18,0,18,0
LB_E0590_PAID_LEAVE,E0590,PAID_LEAVE,18,0,18,0
LB_E0591_PAID_LEAVE,E0591,PAID_LEAVE,18,0,18,0
LB_E0592_PAID_LEAVE,E0592,PAID_LEAVE,18,0,18,0
LB_E0593_PAID_LEAVE,E0593,PAID_LEAVE,18,0,18,0
LB_E0594_PAID_LEAVE,E0594,PAID_LEAVE,18,0,18,0
LB_E0595_PAID_LEAVE,E0595,PAID_LEAVE,18,0,18,0
LB_E0596_PAID_LEAVE,E0596,PAID_LEAVE,18,0,18,0
LB_E0597_PAID_LEAVE,E0597,PAID_LEAVE,18,0,18,0
LB_E0598_PAID_LEAVE,E0598,PAID_LEAVE,18,0,18,0
LB_E0599_PAID_LEAVE,E0599,PAID_LEAVE,18,0,18,0
LB_E0600_PAID_LEAVE,E0600,PAID_LEAVE,18,0,18,0
LB_E0601_PAID_LEAVE,E0601,PAID_LEAVE,18,0,18,0
LB_E0602_PAID_LEAVE,E0602,PAID_LEAVE,18,0,18,0
LB_E0603_PAID_LEAVE,E0603,PAID_LEAVE,18,0,18,0
LB_E0604_PAID_LEAVE,E0604,PAID_LEAVE,18,0,18,0
LB_E0605_PAID_LEAVE,E0605,PAID_LEAVE,18,0,18,0
LB_E0606_PAID_LEAVE,E0606,PAID_LEAVE,18,0,18,0
LB_E0607_PAID_LEAVE,E0607,PAID_LEAVE,18,0,18,0
LB_E0608_PAID_LEAVE,E0608,PAID_LEAVE,18,0,18,0
LB_E0609_PAID_LEAVE,E0609,PAID_LEAVE,18,0,18,0
LB_E0610_PAID_LEAVE,E0610,PAID_LEAVE,18,0,18,0
LB_E0611_PAID_LEAVE,E0611,PAID_LEAVE,18,0,18,0
LB_E0612_PAID_LEAVE,E0612,PAID_LEAVE,18,0,18,0
LB_E0613_PAID_LEAVE,E0613,PAID_LEAVE,18,0,18,0
LB_E0614_PAID_LEAVE,E0614,PAID_LEAVE,18,0,18,0
LB_E0615_PAID_LEAVE,E0615,PAID_LEAVE,18,0,18,0
LB_E0616_PAID_LEAVE,E0616,PAID_LEAVE,18,0,18,0
LB_E0617_PAID_LEAVE,E0617,PAID_LEAVE,18,0,18,0
LB_E0618_PAID_LEAVE,E0618,PAID_LEAVE,18,0,18,0
LB_E0619_PAID_LEAVE,E0619,PAID_LEAVE,18,0,18,0
LB_E0620_PAID_LEAVE,E0620,PAID_LEAVE,18,0,18,0
LB_E0621_PAID_LEAVE,E0621,PAID_LEAVE,18,0,18,0
LB_E0622_PAID_LEAVE,E0622,PAID_LEAVE,18,0,18,0
LB_E0623_PAID_LEAVE,E0623,PAID_LEAVE,18,0,18,0
LB_E0624_PAID_LEAVE,E0624,PAID_LEAVE,18,0,18,0
LB_E0625_PAID_LEAVE,E0625,PAID_LEAVE,18,0,18,0
LB_E0626_PAID_LEAVE,E0626,PAID_LEAVE,18,0,18,0
LB_E0627_PAID_LEAVE,E0627,PAID_LEAVE,18,0,18,0
LB_E0628_PAID_LEAVE,E0628,PAID_LEAVE,18,0,18,0
LB_E0629_PAID_LEAVE,E0629,PAID_LEAVE,18,0,18,0
LB_E0630_PAID_LEAVE,E0630,PAID_LEAVE,18,0,18,0
LB_E0631_PAID_LEAVE,E0631,PAID_LEAVE,18,0,18,0
LB_E0632_PAID_LEAVE,E0632,PAID_LEAVE,18,0,18,0
LB_E0633_PAID_LEAVE,E0633,PAID_LEAVE,18,0,18,0
LB_E0634_PAID_LEAVE,E0634,PAID_LEAVE,18,0,18,0
LB_E0635_PAID_LEAVE,E0635,PAID_LEAVE,18,0,18,0
LB_E0636_PAID_LEAVE,E0636,PAID_LEAVE,18,0,18,0
LB_E0637_PAID_LEAVE,E0637,PAID_LEAVE,18,0,18,0
LB_E0638_PAID_LEAVE,E0638,PAID_LEAVE,18,0,18,0
LB_E0639_PAID_LEAVE,E0639,PAID_LEAVE,18,0,18,0
LB_E0640_PAID_LEAVE,E0640,PAID_LEAVE,18,0,18,0
LB_E0641_PAID_LEAVE,E0641,PAID_LEAVE,18,0,18,0
LB_E0642_PAID_LEAVE,E0642,PAID_LEAVE,18,0,18,0
LB_E0643_PAID_LEAVE,E0643,PAID_LEAVE,18,0,18,0
LB_E0644_PAID_LEAVE,E0644,PAID_LEAVE,18,0,18,0
LB_E0645_PAID_LEAVE,E0645,PAID_LEAVE,18,0,18,0
LB_E0646_PAID_LEAVE,E0646,PAID_LEAVE,18,0,18,0
LB_E0647_PAID_LEAVE,E0647,PAID_LEAVE,18,0,18,0
LB_E0648_PAID_LEAVE,E0648,PAID_LEAVE,18,0,18,0
LB_E0649_PAID_LEAVE,E0649,PAID_LEAVE,18,0,18,0
LB_E0650_PAID_LEAVE,E0650,PAID_LEAVE,18,0,18,0
LB_E0651_PAID_LEAVE,E0651,PAID_LEAVE,18,0,18,0
LB_E0652_PAID_LEAVE,E0652,PAID_LEAVE,18,0,18,0
LB_E0653_PAID_LEAVE,E0653,PAID_LEAVE,18,0,18,0
LB_E0654_PAID_LEAVE,E0654,PAID_LEAVE,18,0,18,0
LB_E0655_PAID_LEAVE,E0655,PAID_LEAVE,18,0,18,0
LB_E0656_PAID_LEAVE,E0656,PAID_LEAVE,18,0,18,0
LB_E0657_PAID_LEAVE,E0657,PAID_LEAVE,18,0,18,0
LB_E0658_PAID_LEAVE,E0658,PAID_LEAVE,18,0,18,0
LB_E0659_PAID_LEAVE,E0659,PAID_LEAVE,18,0,18,0
LB_E0660_PAID_LEAVE,E0660,PAID_LEAVE,18,0,18,0
LB_E0661_PAID_LEAVE,E0661,PAID_LEAVE,18,0,18,0
LB_E0662_PAID_LEAVE,E0662,PAID_LEAVE,18,0,18,0
LB_E0663_PAID_LEAVE,E0663,PAID_LEAVE,18,0,18,0
LB_E0664_PAID_LEAVE,E0664,PAID_LEAVE,18,0,18,0
LB_E0665_PAID_LEAVE,E0665,PAID_LEAVE,18,0,18,0
LB_E0666_PAID_LEAVE,E0666,PAID_LEAVE,18,0,18,0
LB_E0667_PAID_LEAVE,E0667,PAID_LEAVE,18,0,18,0
LB_E0668_PAID_LEAVE,E0668,PAID_LEAVE,18,0,18,0
LB_E0669_PAID_LEAVE,E0669,PAID_LEAVE,18,0,18,0
LB_E0670_PAID_LEAVE,E0670,PAID_LEAVE,18,0,18,0
LB_E0671_PAID_LEAVE,E0671,PAID_LEAVE,18,0,18,0
LB_E0672_PAID_LEAVE,E0672,PAID_LEAVE,18,0,18,0
LB_E0673_PAID_LEAVE,E0673,PAID_LEAVE,18,0,18,0
LB_E0674_PAID_LEAVE,E0674,PAID_LEAVE,18,0,18,0
LB_E0675_PAID_LEAVE,E0675,PAID_LEAVE,18,0,18,0
LB_E0676_PAID_LEAVE,E0676,PAID_LEAVE,18,0,18,0
LB_E0677_PAID_LEAVE,E0677,PAID_LEAVE,18,0,18,0
LB_E0678_PAID_LEAVE,E0678,PAID_LEAVE,18,0,18,0
LB_E0679_PAID_LEAVE,E0679,PAID_LEAVE,18,0,18,0
LB_E0680_PAID_LEAVE,E0680,PAID_LEAVE,18,0,18,0
LB_E0681_PAID_LEAVE,E0681,PAID_LEAVE,18,0,18,0
LB_E0682_PAID_LEAVE,E0682,PAID_LEAVE,18,0,18,0
LB_E0683_PAID_LEAVE,E0683,PAID_LEAVE,18,0,18,0
LB_E0684_PAID_LEAVE,E0684,PAID_LEAVE,18,0,18,0
LB_E0685_PAID_LEAVE,E0685,PAID_LEAVE,18,0,18,0
LB_E0686_PAID_LEAVE,E0686,PAID_LEAVE,18,0,18,0
LB_E0687_PAID_LEAVE,E0687,PAID_LEAVE,18,0,18,0
LB_E0688_PAID_LEAVE,E0688,PAID_LEAVE,18,0,18,0
LB_E0689_PAID_LEAVE,E0689,PAID_LEAVE,18,0,18,0
LB_E0690_PAID_LEAVE,E0690,PAID_LEAVE,18,0,18,0
LB_E0691_PAID_LEAVE,E0691,PAID_LEAVE,18,0,18,0
LB_E0692_PAID_LEAVE,E0692,PAID_LEAVE,18,0,18,0
LB_E0693_PAID_LEAVE,E0693,PAID_LEAVE,18,0,18,0
LB_E0694_PAID_LEAVE,E0694,PAID_LEAVE,18,0,18,0
LB_E0695_PAID_LEAVE,E0695,PAID_LEAVE,18,0,18,0
LB_E0696_PAID_LEAVE,E0696,PAID_LEAVE,18,0,18,0
LB_E0697_PAID_LEAVE,E0697,PAID_LEAVE,18,0,18,0
LB_E0698_PAID_LEAVE,E0698,PAID_LEAVE,18,0,18,0
LB_E0699_PAID_LEAVE,E0699,PAID_LEAVE,18,0,18,0
LB_E0700_PAID_LEAVE,E0700,PAID_LEAVE,18,0,18,0
LB_E0701_PAID_LEAVE,E0701,PAID_LEAVE,18,0,18,0
LB_E0702_PAID_LEAVE,E0702,PAID_LEAVE,18,0,18,0
LB_E0703_PAID_LEAVE,E0703,PAID_LEAVE,18,0,18,0
LB_E0704_PAID_LEAVE,E0704,PAID_LEAVE,18,0,18,0
LB_E0705_PAID_LEAVE,E0705,PAID_LEAVE,18,0,18,0
LB_E0706_PAID_LEAVE,E0706,PAID_LEAVE,18,0,18,0
LB_E0707_PAID_LEAVE,E0707,PAID_LEAVE,18,0,18,0
LB_E0708_PAID_LEAVE,E0708,PAID_LEAVE,18,0,18,0
LB_E0709_PAID_LEAVE,E0709,PAID_LEAVE,18,0,18,0
LB_E0710_PAID_LEAVE,E0710,PAID_LEAVE,18,0,18,0
LB_E0711_PAID_LEAVE,E0711,PAID_LEAVE,18,0,18,0
LB_E0712_PAID_LEAVE,E0712,PAID_LEAVE,18,0,18,0
LB_E0713_PAID_LEAVE,E0713,PAID_LEAVE,18,0,18,0
